SectionNodeId,SectionNodeName,SubSectionNodeId,SubSectionNodeName,EasyVisaId,QuestVersion,Name,DisplayText,DataType,InputType,InputSourceType,Actionable,Refresh,RuleClassName,RuleParam,InputTypeSourceRule,InputTypeSourceRuleParam,DisplayTextRule,DisplayTextRuleParam,TooltipRule,AttributeRule,AttributeRuleParam,AnswerCompletionValidationRule,AnswerCompletionValidationRuleParam,AnswerVisibilityValidationRule,AnswerVisibilityValidationRuleParam,AnswerValidationRule,AnswerValidationRuleParam,DisplayOrderChildren,DefaultValue,WrapperName,StyleClassName,Readonly,ErrorMessage,ContextualClue,Tooltip
Sec_1,Intro Questions,SubSec_1,Previous Immigration (Visa) Petitions You Filed for Another Person,Q_12,quest_version_test,alienNo,What was that person's Alien Registration Number (A-number)?,number,ev-aliennumber,,FALSE,,,,,,,,,,,AlienNumberAnswerCompletionRule,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_1,Intro Questions,SubSec_1,Previous Immigration (Visa) Petitions You Filed for Another Person,Q_13,quest_version_test,hadPetitionInPrev2Years,Have you had a petition of Alien Fianc$e$(e) approved by the USCIS within the previous two years?,string,radio,yesNoRadioButton,TRUE,,AlienFianceWarningActionRule,,,,,,ContactRepresentativeTooltipRule,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you answered 'Yes' to this question, you must request a waiver of the International Marriage Broker Regulation Act (IMBRA) filing limitation:<br/><br/>You are filing this petition on behalf of your fianc$e$(e), you have previously had a Form I-129F approved, and less than two years have passed since the filing date of your previously approved petition.<br/><br/>You should contact your representative #representativeName to discuss this issue.<br/><br/>Here is the office phone contact information for your representative:#representativeOfficeNumber"
Sec_1,Intro Questions,SubSec_1,Previous Immigration (Visa) Petitions You Filed for Another Person,Q_14,quest_version_test,filled2orMorePetitions,Have you filed 2 or more petitions for an Alien Fianc$e$(e) (other than for your spouse) in your lifetime?,string,radio,yesNoRadioButton,TRUE,,AlienFianceWarningLifeTimeRule,,,,,,ContactRepresentativeOtherTooltipRule,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you answered 'Yes' to this question, you must request a waiver of the International Marriage Broker Regulation Act (IMBRA) filing limitation:<br/><br/>You are filing this petition on behalf of your fianc$e$(e) and you previously filed Form I-129Fs on behalf of two or more fianc$e$(e) beneficiaries.<br/><br/>You should contact your representative #representativeName to discuss this issue.<br/><br/>Here is the office phone contact information for your representative:#representativeOfficeNumber"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_1,Intro Questions,SubSec_2,Petitions for Other Relatives,Q_15,quest_version_test,filledForOtherRelatives,"Other than this Beneficiary, are you filing separate petitions for other relatives?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_2,Petitions for Other Relatives,Q_16,quest_version_test,firstName,Given Name (First name),string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Do NOT use honorific title prefixes (e.g. Dr., Mr. Mrs. Esq.) in the first name field."
Sec_1,Intro Questions,SubSec_2,Petitions for Other Relatives,Q_17,quest_version_test,middleName,Middle Name (Do Not Abbreviate),string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Unless your middle name is only one initial, then you must spell out your name out in its entirety.<br/><br/>If you use your maiden name as your middle name, then enter it here."
Sec_1,Intro Questions,SubSec_2,Petitions for Other Relatives,Q_18,quest_version_test,familyName,Family Name/Last Name/Surname,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_2,Petitions for Other Relatives,Q_19,quest_version_test,relationship,Relationship,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_20,quest_version_test,previouslySubmitted,Have you ever previously submitted an Affidavit of Support for another person (for immigration purposes)?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_21,quest_version_test,firstName,Given Name (First name),string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Do NOT use honorific title prefixes (e.g. Dr., Mr. Mrs. Esq.) in the first name field."
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_22,quest_version_test,middleName,Middle Name (Do Not Abbreviate),string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Unless your middle name is only one initial, then you must spell out your name out in its entirety.<br/><br/>If you use your maiden name as your middle name, then enter it here."
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_23,quest_version_test,familyName,Family Name/Last Name/Surname,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_24,quest_version_test,dof,Date of Filing,date,ev-ngdatepicker,,FALSE,,,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_25,quest_version_test,specificContributions,Do you intend to make specific contributions to support the person(s) that you previously submitted Affidavit's of Support for?,string,radio,yesNoRadioButton,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_3,Previously Submitted Affidavit's of Support,Q_26,quest_version_test,becomeLPR,"Did this person become an LPR (Lawful Permanent Resident, also known as a Green Card holder)?",string,radio,yesNoRadioButton,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_1,Intro Questions,SubSec_4,Sponsorship Relationship,Q_27,quest_version_test,beneficiaryRelatedToYou,How is the Beneficiary related to you?,string,radio,relationshipRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,A substitute sponsor must be either a United States Ciizen or an LPR (Lawful Permanent Resident).<br/><br/>Sibling means Brother or Sister.
Sec_1,Intro Questions,SubSec_4,Sponsorship Relationship,Q_28,quest_version_test,describeYourRelationship,"If you are filing this petition for your child or parent, select the option that describes your relationship",string,radio,parentOrChildRelationshipRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_4,Sponsorship Relationship,Q_29,quest_version_test,relatedByAdoption,"If the beneficiary is your brother/sister, are you related by adoption?",string,radio,yesNoRadioButton,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_1,Intro Questions,SubSec_4,Sponsorship Relationship,Q_31,quest_version_test,filedForAlienRelative,What is your relationship to the Beneficiary?,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_2,Name,SubSec_5,Current Legal Name,Q_32,quest_version_test,firstName,Given Name (First name),string,input,,TRUE,,AutoSyncUserProfileRule,firstName,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Do NOT use honorific title prefixes (e.g. Dr., Mr. Mrs. Esq.) in the first name field."
Sec_2,Name,SubSec_5,Current Legal Name,Q_33,quest_version_test,middleName,Middle Name (Do Not Abbreviate),string,input,,TRUE,,AutoSyncUserProfileRule,middleName,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Unless your middle name is only one initial, then you must spell out your name out in its entirety.<br/><br/>If you use your maiden name as your middle name, then enter it here."
Sec_2,Name,SubSec_5,Current Legal Name,Q_34,quest_version_test,familyName,Family Name/Last Name/Surname,string,input,,TRUE,,AutoSyncUserProfileRule,lastName,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_2,Name,SubSec_6,Other Names Used,Q_6001,quest_version_test,otherNamesUsedLabel,"You must provide each version of any names you have used, including the First, Middle, and Last name together in a group. (i.e Richard John Smith, Rick John Smith, Ricky John Smith). Also, include variations if you ever used an initial for one of your names (i.e. Richard J. Smith)",string,label,,,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",sub-section-info  ,,,,
Sec_2,Name,SubSec_6,Other Names Used,Q_35,quest_version_test,firstMiddleLast,"Have you ever used another name for your Given Name (First Name), Middle Name (including maiden names), or Family Name/Last Name/Surname?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"<b>Include nicknames as well.</b><br/><br/>Do NOT use honorific titles (e.g. Dr., Mr. Mrs. Esq.) in the first name field."
Sec_2,Name,SubSec_6,Other Names Used,Q_37,quest_version_test,listAnyOtherFirstName,"List any other Given Name used (e.g. Rich, Rick, Dick):",string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you do not have this name, then enter 'N/A' into this field answer on the form."
Sec_2,Name,SubSec_6,Other Names Used,Q_39,quest_version_test,listAnyOtherMiddleName,List any other Middle Name used:,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you do not have this name, then enter 'N/A' into this field answer on the form."
Sec_2,Name,SubSec_6,Other Names Used,Q_41,quest_version_test,listAnyOtherLastName,"List any other Family Name/Last Name/Surname used (e.g. Smith II, Smith Jr.):",string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"If you do not have this name, then enter 'N/A' into this field answer on the form."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_42,quest_version_test,currentPhysicalAddress,In what country is your current physical address?,string,ev-ngselect,countryListDropdown,TRUE,,AutoSyncPhysicalAddressCountrySelectionCompositeRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_70,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_43,quest_version_test,streetNumberAndName,Street Number and Name,string,input,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_71,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,3256 Commercial Street,"To avoid any mailing problems, EasyVisa recommends spelling out your street descriptor (Street, Avenue, Road, Drive, Boulevard, Way, Court, etc)"
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_44,quest_version_test,addressHaveASecondaryDescription,"Does your address have a secondary description (i.e. apartment, suite, or floor)?",string,radio,yesNoRadioButton,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_72,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_45,quest_version_test,secondaryAddressDescription,What is the secondary address description?,string,radio,secondaryAddressDescRadioButton,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_73,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_46,quest_version_test,apartmentSuiteFloor,Apartment/Suite/Floor,string,input,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_74,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,"i.e. 3B, 18, 2nd etc.",
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_47,quest_version_test,cityTownVillage,City/Town/Village,string,input,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_75,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_48,quest_version_test,state,State,string,ev-ngselect,stateListDropdown,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_76,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_49,quest_version_test,provinceTerritoryPrefectureParish,Province/State/Territory/Prefecture/Parish,string,input,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_77,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_50,quest_version_test,zipCode,ZIP Code,number,ev-numberinput,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_78,,,,,,NumberInputAttributeRule,5,NumberInputAnswerCompletionRule,5,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_51,quest_version_test,postalCode,Postal Code,string,input,,TRUE,,AutoSyncCurrentPhysicalAddressRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_79,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_52,quest_version_test,moveIntoThisAddress,When did you move into this address?,date,ev-ngdatepicker,,TRUE,TRUE,PreviousPhysicalAddressDataInsertRule,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_6000,quest_version_test,moveOutOfThisAddress,When did you move out of this address?,string,input,,FALSE,,ReadOnlyVisibilityConstraintRule,,,,,,,,,,,ReadOnlyQuestionValidationRule,,,,,TO PRESENT,"request,form-field-horizontal",question-label  ,TRUE,,,
Sec_addressHistory,Address History,SubSec_currentPhysicalAddress,Current Physical Address,Q_53,quest_version_test,countryOfDomicile,Country of Domicile,string,ev-ngselect,countryListDropdown,TRUE,,,,,,,,,BigTooltipAttributeRule,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,"Indicate the country where you maintain your principal residence and where you plan to reside for the foreseeable future.<br/><br/>If your mailing address and/or place of residence is not in the United States, but your country of domicile is the United States, you must attach a typed or printed explanation and documentary evidence indicating how you meet the domicile requirement. If you are not currently living in the United States, you may meet the domicile requirement if you can submit evidence to establish that any of the following conditions apply:<br/><br/><b>1. You are employed by a certain organization.</b><br/>Some individuals employed overseas are automatically considered as domiciled in the United States because of the nature of their employment. The qualifying types of employment include employment by:<br/>A. The U.S. Government;<br/>B. An American institution of research recognized by the Secretary of Homeland Security (you may find the list of qualifying institutions at 8 CFR 316.20);<br/>C. A U.S. firm or corporation engaged in whole or in part in the development of foreign trade and commerce with the United States, or a subsidiary of such a firm or corporation;<br/>D. A public international organization in which the United States participates by treaty or statute;<br/>E. A religious denomination having a bona fide organization in the United States, if the employment abroad involves the person's performance of priestly or ministerial functions on behalf of the denomination; or<br/>F. A religious denomination or interdenominational missionary organization having a bona fide organization in the United States, if the person is engaged solely as a missionary. <br/><br/><b>2. You are living abroad temporarily.</b><br/>If you are not currently living in the United States, you must provide proof that your trip abroad is temporary and that you have maintained your domicile in the United States. Examples of proof include:<br/>A. Your voting record in the United States;<br/>B. Records of paying U.S. state or local taxes;<br/>C. Having property in the United States;<br/>D. Maintaining bank or investment accounts in the United States;<br/>E. Having a permanent mailing address in the United States; or<br/>F. Other proof such as evidence that you are a student studying abroad or that a foreign government has authorized a temporary stay.<br/><br/><b>3. You intend in good faith to reestablish your domicile in the United States no later than the date of the intending immigrant's admission or adjustment of status.</b><br/>You must submit proof that you have taken concrete steps to establish that you will domicile in the United States at a time no later than the date of the intending immigrant's admission or adjustment of status. Concrete steps might include accepting a job in the United States, signing a lease or purchasing a residence in the United States, or registering children in U.S. schools. Please attach proof of the steps you have taken to establish domicile as described above."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_54,quest_version_test,whatCountryWasThisPreviousPhysicalAddress,In what country was this previous physical address?,string,ev-ngselect,countryListDropdown,TRUE,,EmployerCountrySelectionRule,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_55,quest_version_test,streetNumberAndName,Street Number and Name,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,3256 Commercial Street,"To avoid any mailing problems, EasyVisa recommends spelling out your street descriptor (Street, Avenue, Road, Drive, Boulevard, Way, Court, etc)"
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_56,quest_version_test,addressHaveASecondaryDescription,"Does your address have a secondary description (i.e. apartment, suite, or floor)?",string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_57,quest_version_test,secondaryAddressDescription,What is the secondary address description?,string,radio,secondaryAddressDescRadioButton,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_58,quest_version_test,apartmentSuiteFloor,Apartment/Suite/Floor,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,"i.e. 3B, 18, 2nd etc.",
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_59,quest_version_test,cityTownVillage,City/Town/Village,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_60,quest_version_test,state,State,string,ev-ngselect,stateListDropdown,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_61,quest_version_test,provinceTerritoryPrefectureParish,Province/State/Territory/Prefecture/Parish,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_62,quest_version_test,zipCode,ZIP Code,number,ev-numberinput,,FALSE,,,,,,,,,NumberInputAttributeRule,5,NumberInputAnswerCompletionRule,5,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_63,quest_version_test,postalCode,Postal Code,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_64,quest_version_test,moveIntoThisAddress,When did you move into this address?,date,ev-ngdatepicker,,TRUE,,PreviousPhysicalAddressIterationRule,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
Sec_addressHistory,Address History,SubSec_previousPhysicalAddress,Previous Physical Address(es) within 5 Years,Q_65,quest_version_test,moveOutOfThisAddress,When did you move out of this address?,date,ev-ngdatepicker,,TRUE,,PreviousPhysicalAddressIterationRule,,,,,,,,,,,,,,,,,form-field-horizontal,question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_addressHistory,Address History,SubSec_residedSince18,U.S. States and Foreign Countries Resided in Since 18th Birthday,Q_6007,quest_version_test,everLivedInUSSince18,Have you ever lived in another U.S. state since your 18th birthday?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_residedSince18,U.S. States and Foreign Countries Resided in Since 18th Birthday,Q_66,quest_version_test,everLivedUSState,State,string,ev-ngselect,stateListDropdown,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_residedSince18,U.S. States and Foreign Countries Resided in Since 18th Birthday,Q_6008,quest_version_test,everLivedInForeignSince18,Have you ever lived in a foreign country since your 18th birthday?,string,radio,yesNoRadioButton,TRUE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_residedSince18,U.S. States and Foreign Countries Resided in Since 18th Birthday,Q_67,quest_version_test,everLivedInForeignCountry,Country,string,ev-ngselect,,FALSE,,,,CountriesExcludingUSDropdownGenerator,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sec_addressHistory,Address History,SubSec_currentMailingAddress,Current Mailing Address,Q_68,quest_version_test,careOfName,In Care of Name,string,input,,FALSE,,,,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentMailingAddress,Current Mailing Address,Q_69,quest_version_test,currentMailingAddress,Is your current mailing address the same as your current physical address?,string,radio,yesNoRadioButton,TRUE,,AutoPopulateCurrentMailingAddressRule,Petitioner,,,,,,,,,,,,,,,,"request,form-field-horizontal",question-label  ,,,,
Sec_addressHistory,Address History,SubSec_currentMailingAddress,Current Mailing Address,Q_70,quest_version_test,countryCurrentmailingAddress,In what country is this current mailing address?,string,ev-ngselect,countryListDropdown,TRUE,,EmployerCountrySelectionRule,,,,,,,,,,,CurrentMailingAddressValidationRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_69,,,,,"request,form-field-horizontal",question-label  ,,,,"The USCIS (United States Citizenship and Immigration Services) requires that anyone applying for an immigrant visa must have a U.S. residential mailing address.<br/><br/> You will be receiving several important letters from the USCIS during your immigration process and you cannot use a business address, P.O. Boxes, or any similar mail receiving company.<br/><br/>If you do not have a U.S. residential address, then you can receive mail at a friend or relative's address. Use this field to type your name, so that you will receive mail from the U.S. Postal Service at that address."
Sec_addressHistory,Address History,SubSec_currentMailingAddress,Current Mailing Address,Q_71,quest_version_test,streetNumberName,Street Number and Name,string,input,,FALSE,,,,,,,,,,,,,CurrentMailingAddressValidationRule,Sec_addressHistory/SubSec_currentMailingAddress/Q_69,,,,,"request,form-field-horizontal",question-label  ,,,3256 Commercial Street,"To avoid any mailing problems, EasyVisa recommends spelling out your street descriptor (Street, Avenue, Road, Drive, Boulevard, Way, Court, etc)"
